-url,Company Name,logo,Business classification,Address,Phone,Website and Social,opening_hours,Products & services,Details & description
https://www.yellowpages.ca/bus/British-Columbia/MS-Society-of-Canada/7931034.html?what=s&where=Nanaimo+BC,MS Society of Canada,,,,250-754-6321,www.mssociety.ca,,,"The mission of the Multiple Sclerosis Society of Canada is: To be a leader in finding a cure for multiple sclerosis and enabling people affected by MS to enhance their quality of life. Our two major programs provide hope for the future through the support of MS research into the cause, treatment and cure of the disease and hope for today through our many services that assist people with MS and their families. Since our founding in 1948, the core support of the MS Society has been from tens of thousands of dedicated individuals, companies and foundations in communities across Canada. The Society receives almost no funding from government. The MS Society of Canada has a membership of 28,000. It is the only national voluntary organization in Canada that supports both MS research and services for people with MS and their families. The MS Society is governed by a National Board of Directors comprised of 27 volunteer members who are elected annually. The seven regional divisions and nearly 120 chapters are also governed by elected volunteer boards of directors. Some 1,500 volunteers serve on MS Society national, division and chapter boards and committees. An estimated 13,500 women and men are volunteers for service programs, fund raising events, public awareness campaigns and social action activities. The head office of the MS Society is located in Toronto, Ontario. Division offices are located in Dartmouth, Montreal, Toronto, Winnipeg, Regina, Edmonton, and Vancouver.

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/50-s-60-s-70-s-Show-Band/4103.html?what=s&where=Nanaimo+BC,"50's, 60's & 70's Show Band",,,"Nanaimo, BC",250-714-7890,,,,
https://www.yellowpages.ca/bus/British-Columbia/Al-s-Junk-Moving-Express/100462670.html?what=s&where=Nanaimo+BC,Al's Junk & Moving Express,,,,250-714-3491,,,"Moving & Storage Service,",
https://www.yellowpages.ca/bus/British-Columbia/A-D-S-Document-Service/3083764.html?what=s&where=Nanaimo+BC,A D S Document Service,,DOCUMENT SERVICES,,250-619-6462,,,"Law Enforcement Agency,","A.D.S. Document Service is a Nanaimo based Process Service company with a network of excellent contacts covering all communities on Vancouver Island to assist in fulfilling our clients needs in a timely and professional manner. Our services include the service of legal documents from all levels of court, Provincial and Supreme court filings and file searches. We take great pride in being diligent in completing our client's requests in the most cost effective and expeditious manner possible while maintaining confidentiality and the integrity of all parties concerned.

"
https://www.yellowpages.ca/bus/British-Columbia/K9-s-Unleashed-Dog-Hiking/101001993.html?what=s&where=Nanaimo+BC,K9's Unleashed Dog Hiking,,,,250-668-8887,,"Monday

7:00 am - 5:00 pm



Tuesday

7:00 am - 5:00 pm



Wednesday

7:00 am - 5:00 pm



Thursday

7:00 am - 5:00 pm



Friday

7:00 am - 5:00 pm","Dog Walker,",
https://www.yellowpages.ca/bus/British-Columbia/K-S-Railings-Ltd/101437853.html?what=s&where=Nanaimo+BC,K & S Railings Ltd,,,,250-591-2936,,,,
https://www.yellowpages.ca/bus/British-Columbia/R-S-M-Productions/101639299.html?what=s&where=Nanaimo+BC,R S M Productions,,,,250-382-8095,,,,
https://www.yellowpages.ca/bus/British-Columbia/Parker-V-S/101263037.html?what=s&where=Nanaimo+BC,Parker V & S,,,,"250-758-0057
250-755-5907Mobile",,,,
https://www.yellowpages.ca/bus/British-Columbia/Kingston-C-S/7875201.html?what=s&where=Nanaimo+BC,Kingston C S,,,,250-740-0264,,,"special education schools,",
https://www.yellowpages.ca/bus/British-Columbia/R-S-Deliveries/8167589.html?what=s&where=Nanaimo+BC,R&S Deliveries,,,,250-741-6610,,,,
https://www.yellowpages.ca/bus/British-Columbia/Child-Development-Centre/100064271.html?what=s&where=Nanaimo+BC,Child Development Centre,,,,250-753-5614,,,,
https://www.yellowpages.ca/bus/British-Columbia/Comox/R-S-M-Productions-DJ-Services/101666738.html?what=s&where=Nanaimo+BC,R S M Productions DJ Services,,INDUSTRIAL SUPPLIES & SERVICES,"Comox, BC",250-339-6688,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/E-S-Heating/8185624.html?what=s&where=Nanaimo+BC,E & S Heating,,,"428 1st Ave GD Stn A, Nanaimo, BC V9R 5J9
",250-751-0114,,,,
https://www.yellowpages.ca/bus/British-Columbia/Qualicum-Beach/LILLYANNA-S-HAIR-SALON/102461257.html?what=s&where=Nanaimo+BC,LILLYANNA' S HAIR SALON,,,"175 W Second Ave, Unit#3, Qualicum Beach, BC V9K 1S7
",250-752-2737,www.facebook.com,"Monday

10:00 am - 5:00 pm



Tuesday

10:00 am - 5:00 pm



Wednesday

10:00 am - 5:00 pm



Thursday

10:00 am - 5:00 pm



Friday

10:00 am - 5:00 pm



Saturday

10:00 am - 3:00 pm","Hair Salons,
Classical Styling,
Color,
Permanent Waves,","REDKEN Exclusive Hair Salon. One on one, private and confidential. More than 22 years experience. Classical styling. Color and permanent waves.

REDKEN Exclusive Hair Salon. One on one, private and cofidential. More than 20 years experience. Classical styling."
https://www.yellowpages.ca/bus/British-Columbia/Qualicum-Beach/Gordon-D-S-Ball-Law-Office/100475055.html?what=s&where=Nanaimo+BC,Gordon D S Ball Law Office,,,"564 Hazelwood Pl, Qualicum Beach, BC V9K 1A1
","250-594-3247
250-594-3248",,,,
https://www.yellowpages.ca/bus/British-Columbia/Duncan/C-L-S-Tractor-Service/262501.html?what=s&where=Nanaimo+BC,C L S Tractor Service,,,"7435 Relke Rd, Duncan, BC V9L 6A7
",250-748-0958,cls-tractor.com,,"septic,",
https://www.yellowpages.ca/bus/British-Columbia/Crofton/Amy-Jo-s-Cafe/6427022.html?what=s&where=Nanaimo+BC,Amy Jo's Cafe,,,"A 1532 Chaplin St, Crofton, BC V0R 1R0
",250-246-5406,,"Monday

8:00 am - 4:30 pm



Tuesday

7:00 am - 4:30 pm



Wednesday

7:00 am - 4:30 pm



Thursday

7:00 am - 4:30 pm



Friday

7:00 am - 4:30 pm



Saturday

8:00 am - 4:30 pm","Pubs,",Come taste a delicious creation at Amy Jo's Cafe. You can also enjoy the sunshine on their terrace. They are conveniently accessible by car.
https://www.yellowpages.ca/bus/British-Columbia/Parksville/Al-s-Antique-Autos/102536056.html?what=s&where=Nanaimo+BC,Al's Antique Autos,,,"5-1282 Alberni Hwy, Parksville, BC V9P 2C9
",250-248-4794,,,,
https://www.yellowpages.ca/bus/British-Columbia/Parksville/Kd-s-Cafe/102088018.html?what=s&where=Nanaimo+BC,Kd's Cafe,,,"1000 Bellevue Rd, Parksville, BC V9P 2C2
",250-947-9009,,,,
https://www.yellowpages.ca/bus/British-Columbia/Parksville/Desai-S-Dr/6462438.html?what=s&where=Nanaimo+BC,Desai S Dr,,,"101-156 Morison Ave GD Stn Main, Parksville, BC V9P 2G2
",250-248-3133,,,,
https://www.yellowpages.ca/bus/British-Columbia/Chemainus/Al-s-Asian-Treasures-Imports/6837617.html?what=s&where=Nanaimo+BC,Al's Asian Treasures & Imports,,,"3107 Henry Rd, Chemainus, BC V0R 1K4
",250-324-4444,gardenandgate.com,"Tuesday

10:00 am - 4:30 pm



Wednesday

10:00 am - 4:30 pm



Thursday

10:00 am - 4:30 pm



Friday

10:00 am - 4:30 pm



Saturday

10:00 am - 4:30 pm



Sunday

10:00 am - 3:00 pm","Lawn Ornaments,
Statues,
Gates,
Garden Ornaments,
Furniture,
Fountains,","In an unassuming warehouse just off the junction between the trans Canada Highway and the road to Chemainus, is Vancouver Island s most eclectic and exotic collection of Indonesian Art ,crafts, home property decor, and furniture that you will find all in one place. The name of the store Al s Asian treasures hints that what lies within, but you really have to go there to see for yourself.

"
https://www.yellowpages.ca/bus/British-Columbia/Parksville/Stedmans-V-S/1505292.html?what=s&where=Nanaimo+BC,Stedmans V&S TRUSERV V&S,,,"169 Craig St, Parksville, BC V9P 2H6
",250-248-5213,www.truserv.ca,"Monday

8:00 am - 5:30 pm



Tuesday

8:00 am - 5:30 pm



Wednesday

8:00 am - 5:30 pm



Thursday

8:00 am - 5:30 pm



Friday

8:00 am - 5:30 pm",,
https://www.yellowpages.ca/bus/British-Columbia/Chemainus/Martin-S/100865916.html?what=s&where=Nanaimo+BC,Martin S,,,"204B-3000 Oak St, Chemainus, BC V0R 1K1
",250-246-4933,,,,
https://www.yellowpages.ca/bus/British-Columbia/Chemainus/NuTech-IT-Solutions/101224221.html?what=t&where=Nanaimo+BC,NuTech IT Solutions,,,"105C-3055 Oak St, Chemainus, BC V0R 1K1
",250-701-2197,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanoose-Bay/TS-Williams-Construction-LTD/7670153.html?what=t&where=Nanaimo+BC,TS Williams Construction LTD,,CONSTRUCTION & RENOVATION,"Nanoose Bay, BC",250-821-4767,,,"contractors general,","We are a small, personable custom home building company based on central Vancouver Island in British Columbia. We custom design and build custom homes and structures. Our skilled team and tradespeople have years of expertise to design, draft, budget, engi"
https://www.yellowpages.ca/bus/British-Columbia/Ladysmith/Dr-Michael-T-Kellam/2953683.html?what=t&where=Nanaimo+BC,Dr Michael T Kellam VisionArts Eyecare Centre,,,"2-225 High Ladysmith, Ladysmith, BC V9G 1A8
",250-245-8203,www.visionarts.ca,"Monday

8:30 am - 6:00 pm



Tuesday

8:30 am - 6:00 pm



Wednesday

8:30 am - 6:00 pm



Thursday

8:30 am - 6:00 pm



Friday

8:30 am - 6:00 pm



Saturday

8:00 am - 5:00 pm



Sunday

8:00 am - 5:00 pm",,
https://www.yellowpages.ca/bus/British-Columbia/Gabriola/Wizzard-T-Lizzard-Rythym-Sticks/102227005.html?what=t&where=Nanaimo+BC,Wizzard T Lizzard Rythym Sticks,,,"661 Gallagher Way, Gabriola, BC V0R 1X3
",250-228-5325,,,,
https://www.yellowpages.ca/bus/British-Columbia/Gabriola/Vital-Graphix-Ltd/2606738.html?what=t&where=Nanaimo+BC,Vital Graphix Ltd,,,"948 Canso Rd RR 2, Gabriola, BC V0R 1X2
",250-247-0292,,,"Advertising/Marketing,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Banana-Skinz-Tex-Pro-T-Shirts-Ltd/102620488.html?what=t&where=Nanaimo+BC,Banana Skinz Tex Pro T-Shirts Ltd,,,"103-1981 Wilfert Rd, Nanaimo, BC V9S 3H6
",250-668-0964,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Special-T-Bathtub-Restoration/1482092.html?what=t&where=Nanaimo+BC,Special-T Bathtub Restoration,,,"690 Beaconsfield Rd, Nanaimo, BC V9R 1X2
",250-668-9414,,"Monday

9:30 am - 4:30 pm



Tuesday

9:30 am - 4:30 pm



Wednesday

9:30 am - 4:30 pm



Thursday

9:30 am - 4:30 pm



Friday

9:30 am - 4:30 pm



Saturday

9:30 am - 4:30 pm



Emergency Appointments Available


Appointment Only","Bathtub Resurface,
Bathtub Reglazing,
Bathtub Refinish,
Cast Iron Bathtub,
Clawfoot Bathtub,
Bathroom Renovation,


Renovation,
Tile Reglazing,
Tile Refinishing,
Tile Painting,
Tub,
Bathtub,
Hardware Store,



","Special-T Bathtub Restoration professionally restores hard surfaces ensuring a high quality, durable, and long lasting finish by using the very best refinishing techniques and products the industry has to offer. 

We specialize in all types of bathtub resurfacing including steel, claw foot cast iron, fiberglass shower stalls, and tub surrounds. Tile refinishing is also a very durable alternative to replacing tiles.

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Dog-s-Ear-T-Shirt-Embroidery-Co/7466283.html?what=t&where=Nanaimo+BC,Dog's Ear T-Shirt & Embroidery Co,https://cdn.ci.yp.ca/t/3014/22/30142222zz_t.gif,,"6404 Metral Drive, Nanaimo, BC V9T 2L8
",250-390-1980,,"Tuesday

10:00 am - 5:00 pm



Wednesday

10:00 am - 5:00 pm



Thursday

10:00 am - 5:00 pm



Friday

10:00 am - 5:00 pm



Saturday

10:00 am - 5:00 pm","Cap Printing,
Vinyl,
Silkscreen,
Sublimation,
Promotional Item Printing,
Digitalprinting,


Phototransfer,
Direct Garment Printing,
Tshirt,
Decal,
Uniform Printing,
T-shirt Printing,
Screen Printing & Embroidery,
Hoodie,
Commercial Screen Printing,
Embroidery,
Windowsticker,



","Dog's Ear T-Shirt & Embroidery Co has been a premier provider of imprintable active wear to clients throughout the Vancouver Island area for almost 40 years. Call us today to place your order.

Do you want a custom article of clothing embroidered with your team or company name? At Dog's Ear T-Shirt & Embroidery Co, we create custom wear. We carry high quality materials from industry leading brands including American Apparel, Coal Harbour, Gildan, ATC, King, Russel Athletic, Flexfit, New Era and more. We specialize in all customized printing and embroidery, including vinyl heat press, photo transfer, embroidery, silkscreen, digital printing, windows tickers, direct garment printing and more. Call now to get started on your next project.

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Tbooth-wireless-Cell-Phones-Mobile-Plans/7109517.html?what=t&where=Nanaimo+BC,Tbooth wireless | Cell Phones & Mobile Plans Woodgrove Centre,,,"90-6631 Island Hwy N, Nanaimo, BC V9T 4T7
",250-390-0328,,"Monday

10:00 am - 6:00 pm



Tuesday

10:00 am - 6:00 pm



Wednesday

10:00 am - 6:00 pm



Thursday

10:00 am - 8:00 pm



Friday

10:00 am - 8:00 pm



Saturday

10:00 am - 6:00 pm



Sunday

11:00 am - 5:00 pm","Mobile,
Wireless,
Phone,
Communication,
Blackberry,
Technology,


Accessories,
Cases,
Apple,
Samsung,
HTC,
Electronic,
LG,
Motorola,
Rogers,
Bell,
Fido,
Virgin Mobile,
Chat-r,
SaskTel,
#shoplocalonline,



","Our unbiased Wireless Consultants recommend solutions for phones, plans, accessories, tablets and provide unparalleled personalized advice that fits your lifestyle."
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/See-Also-Automobile-Detailing-T/102533985.html?what=t&where=Nanaimo+BC,See Also Automobile Detailing T,,DETAILING & AESTHETICS,"51 Terminal Ave, Nanaimo, BC V9R 5C4
",250-754-6606,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Ocean-Graphics-Custom-Screen-Printing-Graphic-Design/2440674.html?what=t&where=Nanaimo+BC,Ocean Graphics Custom Screen Printing & Graphic Design,,,"1-2253 Wilgress Rd, Nanaimo, BC V9S 4N3
",250-758-8835,,,"Promotional Product,
Screen Printing & Embroidery,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Five-Star-Embroidery-Silk-Screening-Inc/2269737.html?what=t&where=Nanaimo+BC,Five Star Embroidery & Silk Screening Inc,,,"1-4151 Mostar Rd, Nanaimo, BC V9T 6A6
","250-751-8106
250-751-8107",,"Monday

8:00 am - 5:00 pm



Tuesday

8:00 am - 5:00 pm



Wednesday

8:00 am - 5:00 pm



Thursday

8:00 am - 5:00 pm



Friday

8:00 am - 3:00 pm","Saftey Clothing,
Screenprinting,
Team Numbering,
Lettering,
Grad Clothing,
Digitizing,


Embroidery,
Company Clothing,
Sweater Embroidery,
T-shirt Embroidery,
Garment Embroidery,
Clothing Store,



","Five Star Embroidery Has Been In Business In Nanaimo Since 1999, We Service All Vancouver Island & through Out British Columbia. We Are A Family Owned Business Offering High Quality Work With Quick Turnaround. All Art Work & Digitizing Is Done In-house By Our Graphic Artist. We Have State Of The Art Embroidery & Screen Printing Machines To Ensure The Highest Quality With Quick Delivery. Our Show Room Has A Variety Of Clothing, Jackets-Golf Shirts-Caps-Sport Bags Safety Wear Fire Retardant Clothing -Promotional Products-Water Bottles-Lanyards-Flashlights Just To Name A Few Items. For All Sporting Events, School Spirit Wear, Family Re-Unions, Company Clothing, Chef Wear We Can Meet Your Needs.

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/B-T-Line-Equipment-Testers-Ltd/100921073.html?what=t&where=Nanaimo+BC,B & T Line Equipment Testers Ltd,,,"841 Maughan Rd, Nanaimo, BC V9X 1J2
","250-722-2243
1-800-565-1166Tollfree
250-722-2248",,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/TR-Gas-Services/101026736.html?what=t&where=Nanaimo+BC,TR Gas Services,,SERVICES & SUPPLIES,"125 Harewood Rd, Nanaimo, BC V9R 2Y7
","250-802-8486
250-585-8353Alternate 1",,"Monday

8:00 am - 5:00 pm



Tuesday

8:00 am - 5:00 pm



Wednesday

8:00 am - 5:00 pm



Thursday

8:00 am - 5:00 pm



Friday

8:00 am - 5:00 pm



Saturday

8:00 am - 5:00 pm



Emergency Appointments Available


Appointment Only",,"Gas Fitter Repair Technician, Bonded and Insured. For all your Natural Gas services and maintenance needs, trust T & J Gas Services Ltd. 
I install it, repair it and convert it! Servicing Nanaimo and Area.  Member of FortisBC Trade Ally Network.

Gas fitters install, repair, replace and maintain Natural Gas lines, Gas Fireplaces and Hot Water on Demand.
We service propane and natural gas lines: install and service gas fire places, natural gas appliances,  gas hot water tanks, barbecue boxes, outdoor fire pits, hot water on demand, gas rough-ins and more.

Whether you’ve dreamed of having a gas stove in your new kitchen, or you want to enhance your backyard with a gas barbecue, you’ll need a licensed gas technician to install your gas lines. If you live in an older home, chances are you may have a wood burning fireplace, which requires a lot of work in order to enjoy. A gas fireplace will warm your home and there’s no messy clean-up after use. T & J Gas Services Ltd. can convert your wood burning fireplace to a gas insert, and service any type of gas product in your home, such as a gas furnace, a gas hot water tank, and more. Call today for all your residential and commercial gas needs.

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Triple-T-Excavating-Bobcat-Services/2589639.html?what=t&where=Nanaimo+BC,Triple T Excavating & Bobcat Services,,INDUSTRIAL SUPPLIES & SERVICES,"2050 Minetown Rd, Nanaimo, BC V9X 1R4
",250-755-1994,tripletexcavating.ca,"Monday

7:00 am - 7:00 pm



Tuesday

7:00 am - 7:00 pm



Wednesday

7:00 am - 7:00 pm



Thursday

7:00 am - 7:00 pm



Friday

7:00 am - 7:00 pm



Open 7 Days A Week","Excavation,
Bobcat Services,
Land Clearing,
Lot Clearing,
Septic Services,
Turf,


Landscaping,
Subdivision Development,
Drainage,
Rock Concrete Breaking,
Perimeter Drain Installations & Repairs,
Service Hook Ups & Repairs,
2 Tandem Axle Truck &PUP,



","The family owned and operated Tripe T Excavating & Bobcat Services has been serving clients throughout Nanaimo since 1990. Providing everything from land clearing to foundation excavations and certified septic field installations, our experienced crew is ready to assist with all your excavation needs. We can get your project off the ground in a hurry. Call us for more information. 

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/A-T-C-Transport-Ltd/100499025.html?what=t&where=Nanaimo+BC,A T C Transport Ltd,,TRANSPORT,"2294 Westerhall Pl, Nanaimo, BC V9X 1W9
",250-722-3096,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/T-N-R-Holdings-Ltd/102227044.html?what=t&where=Nanaimo+BC,T N R Holdings Ltd.,,,"2505 Blackcomb Pl, Nanaimo, BC V9T 6A3
",250-668-8747,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/E-T-A-Bus-Tours/2852692.html?what=t&where=Nanaimo+BC,E T A Bus Tours,,,"529 Wentworth St, Nanaimo, BC V9R 3E3
",250-753-3752,,,"Buses,
Charter Bus Service,
Tour Agency,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/T-Charlotte-Hoggard-Inc/101060485.html?what=t&where=Nanaimo+BC,T Charlotte Hoggard Inc,,,"5689 Malibu Terr, Nanaimo, BC V9T 5W7
",250-758-6612,,,"Local Business,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/T-J-Flowers-Wholesale/102230504.html?what=t&where=Nanaimo+BC,T J Flowers Wholesale,,,"3-2266 McGarrigle Rd, Nanaimo, BC V9S 4M6
",250-756-1912,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Triton-I-T-Services/2589780.html?what=t&where=Nanaimo+BC,Triton I T Services,,INDUSTRIAL SUPPLIES & SERVICES,"266 Ardoon Pl, Nanaimo, BC V9T 4V9
",250-751-9641,,"Monday

10:00 am - 9:00 pm



Tuesday

10:00 am - 9:00 pm



Wednesday

10:00 am - 9:00 pm



Thursday

10:00 am - 9:00 pm



Friday

10:00 am - 9:00 pm



Saturday

10:00 am - 9:00 pm","Computer Tutoring,
Expert,
Installation,
Cameras,
Computer Training,
Computers,


Data Recovery,
Graphic And Web Design,
High Quality Computer Parts,
Laptop,
Laptops,
Printers,
Product,
Scanners,
Variety Of Programs,
Ink,
Software Company,
Business Service,



","Triton Computers is a Nanaimo based business offering North and Central Island services. We offer a wide range of computer services and are unique in our approach. Triton is a small business that thinks of you as big business. We offer the type of Computer and Information Technology Services normally only available to large corporations, and we offer them at competitive prices.

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Triple-T-Party-Rentals/5343359.html?what=t&where=Nanaimo+BC,Triple T Party Rentals,,,"3251 Shenton Rd, Nanaimo, BC V9T 5X6
",250-758-4788,,"Monday

9:00 am - 4:30 pm



Tuesday

9:00 am - 4:30 pm



Wednesday

9:00 am - 4:30 pm



Thursday

9:00 am - 4:30 pm



Friday

9:00 am - 4:30 pm



Saturday

9:00 am - 4:00 pm","Balloons,
Ceremonies,
Chair Rentals,
Party Rentals,
Party Supplies,
Private & Corporate Event Supplies,


Table Rentals,
Weddings,
Party Supply & Rental Shop,



","We'll supply the Tents, Tables, Chairs, Dishes and Decorating. You supply the Memories."
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Stav-T-C/101522439.html?what=t&where=Nanaimo+BC,Stav T & C,,,"5119 Carol Pl, Nanaimo, BC V9T 5Z3
",250-751-0642,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/T-R-Promotions/102227898.html?what=t&where=Nanaimo+BC,T & R Promotions,,,"204-25 Front St, Nanaimo, BC V9R 5H9
",250-714-1866,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Custom-T-s/100780530.html?what=t&where=Nanaimo+BC,Custom T's Woodgrove Centre,,,"6631 Island Hwy N, Nanaimo, BC V9T 4T7
",778-762-3159,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Bradley-T-Durvin/101237828.html?what=t&where=Nanaimo+BC,Bradley T Durvin Fabris McIver Hornquist & Radcliffe,,,"40 Cavan St, Nanaimo, BC V9R 2V1
","250-753-6661
1-800-811-3555Tollfree
250-753-6648",,,,"Bradley T Durvin offers legal services in Nanaimo. This lawyer is available as a legal counselor, a solicitor, a defense lawyer and even more. Bradley T Durvin can help in the matter of temporary visa, permanent residency or citizenship."
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Wessel-Kevin-T/2614180.html?what=t&where=Nanaimo+BC,Wessel Kevin T,,,"6010 Icarus Dr, Nanaimo, BC V9V 1B7
",250-758-7766,,,"public accountants,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/T-Harrison-Workshop/102227243.html?what=t&where=Nanaimo+BC,T Harrison Workshop,,,"693 Montague Rd, Nanaimo, BC V9R 3G4
",250-754-4359,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Collective-T-Shirts/102230344.html?what=t&where=Nanaimo+BC,Collective T-Shirts,,,"700 Stirling Ave, Nanaimo, BC V9R 4E1
",514-600-8417,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/T-D-Video/102227503.html?what=t&where=Nanaimo+BC,T D Video,,"VIDEO, MOVIES & TELEVISION","3-201 Fourth St, Nanaimo, BC V9R 1T3
",250-741-0203,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Octotech-IT-Management/101375366.html?what=t&where=Nanaimo+BC,Octotech IT Management,,,"5810 Hammond Bay Road, Nanaimo, BC V9T 5N3
",250-756-1179,,"Monday

9:00 am - 5:00 pm



Tuesday

9:00 am - 5:00 pm



Wednesday

9:00 am - 5:00 pm



Thursday

9:00 am - 5:00 pm



Friday

9:00 am - 5:00 pm","Computer Services,
Network Support,
Server Support,
Online Backups,
Remote Support,
I.T. Consultation,


I.T. Management,
Virus Cleanup,
Virus Removal,
Network Security,
Server Update,
Data Recovery,
File Sharing,
Computer Moving Computers Equipment,
Wifi And Lan Support,
I.T. Representation,
Hardware Repairs,
Software Installs,
Computer Support,
Vpn Connections,
Business Consultant,



","I.T. Consultation & Solutions, Computer Services, Remote and Onsite Support, Network & Server Support. Friendly, fast, and efficient answers for all your I.T. questions and problems. Tailored to your needs. 

Making I.T Simple..."
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/N-T-Jewellery/6672077.html?what=t&where=Nanaimo+BC,N T Jewellery,,Jewellers & Jewellery Stores,"33-3200 Island Hwy N, Nanaimo, BC V9T 1W1
",250-756-4010,,"Monday

10:00 am - 6:00 pm



Tuesday

10:00 am - 6:00 pm



Wednesday

10:00 am - 6:00 pm



Thursday

10:00 am - 9:00 pm



Friday

10:00 am - 9:00 pm



Saturday

10:00 am - 6:00 pm



Sunday

11:00 am - 5:00 pm","Jewellery,
Ring Resizing,
Watches,
Custom Jewellery Maker,
Canadian Diamonds,
Necklaces,


Charms,
Gold And Silver Jewellery,
We Melt Your Gold,
Watch Batteries,
Gold Pendants,
Florist,
Jewelry & Watches Company,



","Located in Nanaimo, NT Jewellery has a beautiful selection of necklaces, rings, pendants and watches for every special occasion. As a custom jewellery maker, we can repair and resize rings, custom make gold earrings and engagement rings. We all specializing in gold jewellery, fine work repairs. Visit us for all your watch repairs and batteries. We can also melt your gold.

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/E-Zone-Embroidery/7896239.html?what=t&where=Nanaimo+BC,E-Zone Embroidery,https://cdn.ci.yp.ca/t/1535/81/15358180aa_t.gif,,"827 Douglas Ave, Nanaimo, BC V9R 4M9
",778-762-5047,,"Monday

9:00 am - 5:30 pm



Tuesday

9:00 am - 5:30 pm



Wednesday

9:00 am - 5:30 pm



Thursday

9:00 am - 5:30 pm



Friday

9:00 am - 5:30 pm","Heat Press Vinyl,
Team & Corporate Apparel,
Embroidery,
T-Shirts,
Lanyards,
Sweatpants,


Golf Shirts,
Sweatshirts,
Bags,
Logo Design,
Jackets,
School Pennants,
Jersey Cresting,
Hats,
Silkscreening,
Promotional Products,
Custom Embroidery,



","E-Zone offers Custom Embroidery, Heat press Vinyl, Silkscreening, Promotional products, Jersey cresting, school pennants and much More! We can customize your vehicle or Marine upholstery by embroidering your Logo or name on it. Come on up to our little piece of Paradise... Sit back under the trees watching the deer wander while we customize the perfect design created especially for you. Always searching for more Canadian and Union made items to better serve our labour Unions throughout BC.

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Top-Drawer-Graphics-Inc/7072825.html?what=t&where=Nanaimo+BC,Top Drawer Graphics Inc,https://cdn.ci.yp.ca/t/1537/11/15371141aa_t.gif,,"102-1930 Island Diesel Way, Nanaimo, BC V9S 5W8
",778-762-3159,,"Monday

9:00 am - 5:30 pm



Tuesday

9:00 am - 5:30 pm



Wednesday

9:00 am - 5:30 pm



Thursday

9:00 am - 5:30 pm



Friday

9:00 am - 4:30 pm","Jerseys,
Promotional Items,
Jackets,
Spirit Wear,
Corporate Hard Goods,
Embroidery,


Hoodies,
Athletic Wear,
Corporate Golf Shirts,
Graphic Design,
Custom Clothing,
Custom Pens And Totes,
Toques, Hats,
In House-Digitizing,
T-shirt Printing,
Textile Printing,
Uniform Printing,
Promotional Item Printing,
Screen Printing & Embroidery,
Business Service,



","Top Drawer Graphics has been serving Nanaimo for over 7 years.  As a specialty custom design company we have in-house design and over 20 year experience.  We offer friendly and reliable service.  We're involved in a lot community events and programs. Visit us for graphic design, custom clothing, custom pens, promotion printing, textile printing, uniform printing and more. Come to Top Drawer Graphics today.

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/TS-Associates/102229914.html?what=t&where=Nanaimo+BC,TS & Associates,,,"3325 Rock City Rd, Nanaimo, BC V9T 1T5
",250-714-5503,,,,
