-url,Company Name,logo,Business classification,Address,Phone,Website and Social,opening_hours,Products & services,Details & description
https://www.yellowpages.ca/bus/British-Columbia/Lantzville/Tourout-Leonard-J/102228916.html?what=j&where=Nanaimo+BC,Tourout Leonard J,,,"7908 Southwind Dr, Lantzville, BC V0R 2H0
",250-390-3221,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Dr-J-Olivier/2442724.html?what=j&where=Nanaimo+BC,Dr J Olivier Caledonian Clinic Ltd,,professionjl,"143-4750 Rutherford Rd, Nanaimo, BC V9T 4K6
","250-753-3202
250-390-5252",caledonianclinic.ca,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/J-Bella-Lash/102228898.html?what=j&where=Nanaimo+BC,J Bella Lash,,professionjl,"104-2205 Northfield Rd, Nanaimo, BC V9S 3C3
",778-268-2260,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Rick-J-Sevenhuysen/102230438.html?what=j&where=Nanaimo+BC,Rick J Sevenhuysen,,,"172 Holland Rd, Nanaimo, BC V9R 6W1
",250-618-0427,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/J-Tonsi-Ltd/102226647.html?what=j&where=Nanaimo+BC,J. Tonsi Ltd,,,"323 Dorchester Pl, Nanaimo, BC V9R 1M5
",250-740-0124,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/J-R-Excavating/2337708.html?what=j&where=Nanaimo+BC,J R Excavating,,,"5683 Brookwood Dr, Nanaimo, BC V9T 5P3
",250-756-4399,,,"Backhoes,
Contractor,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Senini-Brian-J/7391922.html?what=j&where=Nanaimo+BC,Senini Brian J Vining Brett R Law Corp,,service_companies,"30 Front St, Nanaimo, BC V9R 5H7
","250-754-1234
1-800-667-6136Tollfree
250-754-8080",benfalkenberg.com,,"Legal Service,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Katherine-J-Whitfield/100851393.html?what=j&where=Nanaimo+BC,Katherine J. Whitfield Murphy's Law,,at=j&wheredraayant,"2-5144 Metral Dr, Nanaimo, BC V9T 2K8
","250-758-2535
250-758-2515",,"Monday

9:00 am - 4:30 pm



Tuesday

9:00 am - 4:30 pm



Wednesday

9:00 am - 4:30 pm



Thursday

9:00 am - 4:30 pm



Friday

9:00 am - 4:30 pm","Focused On ICBC & Injury Litigation,","Katherine J. Whitfield are ready to help you with your legal needs today. Katherine J. Whitfield is available as a barrister, a defense lawyer, a legal counselor and even more. This lawyer can handle your legal concerns on marital inquiries. Katherine J. Whitfield has the skills to assist you with your immigration queries and can help in the event of incorporation or contracts. This lawyer confronts your will and estate questions. Services provided encompass your personal injury dealings.

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/J-K-Electric/7204202.html?what=j&where=Nanaimo+BC,J K Electric,,,"3569 Hillside Ave, Nanaimo, BC V9T 2Y9
",250-760-0888,,"Monday

9:00 am - 5:00 pm



Tuesday

9:00 am - 5:00 pm



Wednesday

9:00 am - 5:00 pm



Thursday

9:00 am - 5:00 pm



Friday

9:00 am - 5:00 pm","Electrician,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Franklin-Blair-J/2275983.html?what=j&where=Nanaimo+BC,Franklin Blair J,,professionjl,"30 Front St, 1st Floor, Nanaimo, BC V9R 5H7
",250-756-3823,www.jfblaw.ca,"Monday

8:30 am - 5:00 pm



Tuesday

8:30 am - 5:00 pm



Wednesday

8:30 am - 5:00 pm



Thursday

8:30 am - 5:00 pm



Friday

8:30 am - 5:00 pm","ICBC Claim Assistance,
ICBC Case,
ICBC Claim,
Motor Vehicle Accident,
ICBC Lawyer,
Injury Claim,


Pedestrian Accident,
Motorcycle Accident,
Personal Injury,
Car Accident Lawyer,
Car Accident,
Injury Lawyer,
Corporate Lawyer,
Accident Lawyer,
Commercial Litigation,
Estate,
Automobile Accident,
Wheelchair-accessible Lawyer Office,
Litigation,
Personal Injury Lawyer,



","Johnston Franklin Bishop lawyers offer a wide range of legal services to individuals and businesses in Nanaimo and the surrounding Vancouver Island. Let us represent you in the areas of personal injury or corporate law. Call for more info!

The law firm Johnston Franklin Bishop in Nanaimo can help you with your ICBC case. Richard Johnston has been practicing law for over 28 years and his preferred area of practice is personal injury claims, including head injury claims arising from motor vehicle collisions. Blair Franklin's practice is limited to solicitor's work including corporate and commercial matters, wills and estate planning, trusts, probate and administration and real estate. Marsha Bishop's preferred area of practice is personal injury claims arising from motor vehicle collisions. If you've been in an accident, she can help with your ICBC Claim. Greg Phillips does civil litigation including estates, personal injury, real estate and corporate and commercial disputes. Peter Theocharis' practice includes civil and family litigation. Please contact our firm to book a consultation.

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Olivier-J-Dr/101548786.html?what=j&where=Nanaimo+BC,Olivier J Dr,,professionjl,"143-4750 Rutherford Rd, Nanaimo, BC V9T 4K6
","250-753-3202
250-753-1039",www.caledonianclinic.ca,"Monday

9:00 am - 5:00 pm



Tuesday

9:00 am - 5:00 pm



Wednesday

9:00 am - 5:00 pm



Thursday

9:00 am - 5:00 pm



Friday

9:00 am - 5:00 pm



Emergency Appointments Available","Medical Clinic,
Walk In Clinic,","The Caledonian Clinic Ltd. has been established in Nanaimo for over 120 years and in its present location, at the corner of Campbell Street and Wallace Street, since 1959. The Caledonian Clinic pioneered in the field of computerized medical records in 1979.

The Caledonian Clinic Ltd. has 2 locations to serve you:

Campbell Street Location - Nanaimo Walk-In Clinics

Brickyard Road Location - Nanaimo Walk-In Clinics

Appointment line for both locations

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Madsen-J-Kirsten/8209373.html?what=j&where=Nanaimo+BC,Madsen J Kirsten,,ererdaayant,"100-2124 Bowen Rd, Nanaimo, BC V9S 1H7
",250-758-7758,,"Monday

9:00 am - 5:00 pm



Tuesday

9:00 am - 5:00 pm



Wednesday

9:00 am - 5:00 pm



Thursday

9:00 am - 5:00 pm



Friday

9:00 am - 5:00 pm","Legal Services,
Lawyer & Law Firm,","Kirsten J. Madsen has over 30 years of experience in litigation and mediation. Her clients consider her one of British Columbia’s premier practitioners of both  family law and collaborative divorce law.
Kirsten recognizes that the courtroom is not always the best way to resolve family law issues.  As a family law mediator and having appeared as counsel at hundreds of mediations and arbitrations, she understands the value of alternative dispute resolution methods. She has also served as a facilitator for the “Parenting After Separation” course provided by the Ministry of the Attorney General for British Columbia.  When issues cannot be resolved through mediation or arbitration, she has the experience to pursue cases through to trial.


"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/J-R-Farm/102230839.html?what=j&where=Nanaimo+BC,J&R Farm,,,"2370 Godfrey Rd, Nanaimo, BC V9X 1E7
",250-754-8351,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/J-D-G-Construction-Management-Ltd/2337073.html?what=j&where=Nanaimo+BC,J D G Construction Management Ltd,,CONSTRUCTION & RENOVATION,"4-577 Sixth St, Nanaimo, BC V9R 5W6
",250-754-6388,,"Monday

8:00 am - 5:00 pm



Tuesday

8:00 am - 5:00 pm



Wednesday

8:00 am - 5:00 pm



Thursday

8:00 am - 5:00 pm



Friday

8:00 am - 5:00 pm","Steel Building Design,
Pre-fabricated Steel Building,
Industrial Steel Building,
Commercial Steel Building,
Contractor,","In business since 1985, JDG Construction Management Ltd. specializes in steel buildings and operates primarily in British Columbia and having constructed numerous projects in Alberta, Manitoba, Ontario, Washington State and Nevada State. We have offices in both Vancouver, BC and Nanaimo on Vancouver Island. In addition to supplying and erecting the steel building, JDG provides foundation, turn-key, general contracting, and construction management services. JDG Construction represents various building suppliers and manufacturers who are all Canadian Welding Bureau certified fabricators (CWB), and Certified under CSA's standard CAN/CSA A-660-M91, a requirement of the British Columbia Building code and has on staff B.C., Alberta and Washington State registered Professional Engineers.

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Island-Physiatry/100499052.html?what=j&where=Nanaimo+BC,Island Physiatry,,retail_business,"302-1621 Dufferin Cres, Nanaimo, BC V9S 5T4
",778-441-2880,,,"Surgeon,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/A-J-Forsyth/3452224.html?what=j&where=Nanaimo+BC,A J Forsyth A Division Of Russel Metals Inc,,professionjl,"1950 East Wellington Rd, Nanaimo, BC V9S 5X6
","250-753-1555
1-800-663-7381Tollfree
250-753-5443",,"Monday

7:30 am - 4:00 pm



Tuesday

7:30 am - 4:00 pm



Wednesday

7:30 am - 4:00 pm



Thursday

7:30 am - 4:00 pm



Friday

7:30 am - 4:00 pm



Appointments Available: Saturday.","Steel Distributors,
Wholesale & Supply Store,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/J-Garnons-Williams-Ltd/104174671.html?what=j&where=Nanaimo+BC,J. Garnons Williams Ltd.,,tourism,"4195 Jingle Pot Rd, Nanaimo, BC V9T 5P7
",250-751-2088,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/J-A-Smith-Associates-Inc/103123700.html?what=j&where=Nanaimo+BC,"J. A. Smith & Associates, Inc.",,retail_business,"2147 Bowen Rd, Nanaimo, BC V9S 1H8
",250-751-3383,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/C-J-s-Asphalt-Paving/2147495.html?what=j&where=Nanaimo+BC,C J's Asphalt Paving,,retail_business,"1745 Woobank Rd, Nanaimo, BC V9X 1M8
",250-722-2500,,,,
https://www.yellowpages.ca/bus/British-Columbia/Lantzville/Cain-J-D-C/102540917.html?what=j&where=Nanaimo+BC,Cain J D C,,tourism,"6977 Leland Rd, Lantzville, BC V0R 2H0
",250-933-3008,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/E-J-D-Trucking/2241397.html?what=j&where=Nanaimo+BC,E J D Trucking,,retail_business,"1068 Cedar Rd, Nanaimo, BC V9X 1K9
",250-722-3538,,"Monday

9:00 am - 7:00 pm



Tuesday

9:00 am - 7:00 pm



Wednesday

9:00 am - 7:00 pm



Thursday

9:00 am - 7:00 pm



Friday

9:00 am - 7:00 pm



Saturday

10:00 am - 7:00 pm","Trucking,
Travel & Transportation,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/J-Hines-Paint-Contracting/101712756.html?what=j&where=Nanaimo+BC,J. Hines Paint Contracting,,l?what=j&wheredraayinest,"5537 Ventura Dr, Nanaimo, BC V9T 5M6
",778-230-2612,jhinespaintcontracting.ca,"Monday

8:00 am - 5:00 pm



Tuesday

8:00 am - 5:00 pm



Wednesday

8:00 am - 5:00 pm



Thursday

8:00 am - 5:00 pm



Friday

8:00 am - 5:00 pm","Wall Painting,
Spray Painting,
Siding Painting,
Kitchen Painting,
Interior Painting,
House Painting,


Exterior Painter,
Bathroom Painting,



","J. Hines Paint Contracting with 25+ years of painting experience. Servicing the Nanaimo and the surrounding areas. We focus more on the residential side of painting and of course interior and exterior painting as well.

Give us a call now for an estimate."
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/J-A-D-Trucking-Excavating/102500300.html?what=j&where=Nanaimo+BC,J A D Trucking & Excavating,,retail_business,"4363 Gulfview Dr, Nanaimo, BC V9T 6K4
",250-667-8505,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/J-N-D-Freightways/102552890.html?what=j&where=Nanaimo+BC,J N' D Freightways,,tourism,"213 Finlayson St, Nanaimo, BC V9R 2P6
",250-591-3795,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/W-J-Stelmaschuk-Associates-Ltd/101729645.html?what=j&where=Nanaimo+BC,W J Stelmaschuk & Associates Ltd,,retail_business,"4936 Lost Lake Rd, Nanaimo, BC V9T 5E4
",250-751-0345,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Dr-William-J-Ehman-Physician-Surgn/102229886.html?what=j&where=Nanaimo+BC,Dr William J Ehman - Physician Surgn,,retail_business,"1200 Dufferin Cres, Nanaimo, BC V9S 2B7
",250-754-2141,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/TR-Gas-Services/101026736.html?what=j&where=Nanaimo+BC,TR Gas Services,,SERVICES & SUPPLIES,"125 Harewood Rd, Nanaimo, BC V9R 2Y7
","250-802-8486
250-585-8353Alternate 1",,"Monday

8:00 am - 5:00 pm



Tuesday

8:00 am - 5:00 pm



Wednesday

8:00 am - 5:00 pm



Thursday

8:00 am - 5:00 pm



Friday

8:00 am - 5:00 pm



Saturday

8:00 am - 5:00 pm



Emergency Appointments Available


Appointment Only",,"Gas Fitter Repair Technician, Bonded and Insured. For all your Natural Gas services and maintenance needs, trust T & J Gas Services Ltd. 
I install it, repair it and convert it! Servicing Nanaimo and Area.  Member of FortisBC Trade Ally Network.

Gas fitters install, repair, replace and maintain Natural Gas lines, Gas Fireplaces and Hot Water on Demand.
We service propane and natural gas lines: install and service gas fire places, natural gas appliances,  gas hot water tanks, barbecue boxes, outdoor fire pits, hot water on demand, gas rough-ins and more.

Whether you’ve dreamed of having a gas stove in your new kitchen, or you want to enhance your backyard with a gas barbecue, you’ll need a licensed gas technician to install your gas lines. If you live in an older home, chances are you may have a wood burning fireplace, which requires a lot of work in order to enjoy. A gas fireplace will warm your home and there’s no messy clean-up after use. T & J Gas Services Ltd. can convert your wood burning fireplace to a gas insert, and service any type of gas product in your home, such as a gas furnace, a gas hot water tank, and more. Call today for all your residential and commercial gas needs.

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Js-Sandford-Associates-Ltd/102229112.html?what=j&where=Nanaimo+BC,Js Sandford & Associates Ltd,,tourism,"3486 Osprey Lkout, Nanaimo, BC V9T 4E7
",250-758-0286,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/L-J-s-Building-Maintenance/102229088.html?what=j&where=Nanaimo+BC,L J's Building Maintenance,,retail_business,"3193 Barons Rd, Nanaimo, BC V9T 4X1
",250-802-6384,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/J-E-Tait-Contracting-Ltd/102229878.html?what=j&where=Nanaimo+BC,J E Tait Contracting Ltd,,retail_business,"170 Canterbury Cres, Nanaimo, BC V9T 4S4
",250-758-4203,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Dr-David-J-Myrfield-optometrist/2803600.html?what=j&where=Nanaimo+BC,"Dr David J Myrfield, optometrist FYidoctors",,retail_business,"1-1500 Waddington Rd, Nanaimo, BC V9S 4V9
","250-753-4531
250-753-7066",www.visionarts.ca,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/J-me-s-Cutting-Edge/100920955.html?what=j&where=Nanaimo+BC,J'me's Cutting Edge,,,"614B Winchester Ave, Nanaimo, BC V9R 4B7
",250-616-0155,,,"Contractor,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Hay-Elizabeth-J-D-Dr/7288773.html?what=j&where=Nanaimo+BC,Hay Elizabeth J D Dr,,retail_business,"201-1650 Terminal Ave N, Nanaimo, BC V9S 0A3
",250-753-3343,hayelizabethjddr1.placeweb.site,,"Medical Center,
Surgeon,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/A-J-Pellet-Stove-Service/2066897.html?what=j&where=Nanaimo+BC,A J Pellet Stove Service,,retail_business,"254 Howard Ave, Nanaimo, BC V9R 3R5
",250-753-6586,,,"Stoves-wood,
Miscellaneous Home Furnishings,
Stoves,
Stof,
Gas Appliances,
Home & Gardening,


Sales,
Oil,
Range Sales Range,
Granules,
Shops At Wood Stoves,
Home Improvement,



",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Smith-Cobus-E-J-Dr/3617254.html?what=j&where=Nanaimo+BC,Smith Cobus E J Dr,,retail_business,"301-1515 Dufferin Cres, Nanaimo, BC V9S 5H6
",250-754-9244,,"Monday

10:00 am - 7:00 pm



Tuesday

10:00 am - 7:00 pm



Wednesday

10:00 am - 7:00 pm



Thursday

10:00 am - 7:00 pm



Friday

10:00 am - 7:00 pm



Saturday

10:00 am - 12:00 pm","Cosmetic Surgeon,
Hospital,
Business Service,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Koster-J-Electric-Co-Ltd/6172184.html?what=j&where=Nanaimo+BC,Koster J Electric Co Ltd,,hat=j&wherecrtaayant,"1402 Kaz Crt, Nanaimo, BC V9R 0B4
",250-754-4033,www.kosterelectric.ca,"Monday

8:00 am - 4:30 pm



Tuesday

8:00 am - 4:30 pm



Wednesday

8:00 am - 4:30 pm



Thursday

8:00 am - 4:30 pm



Friday

8:00 am - 4:30 pm","Light Industrial,
Electric Furnace Service,
Electrical Heating Refits,
Commercial,
Electrical Repairs,
Residential,


Electrical For New Equipment,
Service Upgrades,
Renovations,



","30 years in business, Residential Repairs Renovations upgrades, Heating Replacements, Electric Furnaces new installation and Repairs. Baseboard and Convection heaters repairs and Replacement Service upgrades! relocation Commercial Maintenance and Repairs, Lighting and Equipment Repairs upgrades Light Industrial New Services and distribution Equipment Repairs and installation of Equipment wiring.

"
https://www.yellowpages.ca/bus/British-Columbia/NORTH-SAANICH/Kevin-J-Rurka-Design/7956834.html?what=j&where=Nanaimo+BC,Kevin J Rurka Design,https://cdn.ci.yp.ca/t/1534/15/15341539aa_t.gif,?what=j&whererdaayORt,"2395 TRYON RD, NORTH SAANICH, BC V8L 5H8",778-762-5055,,"Monday

9:00 am - 5:00 pm



Tuesday

9:00 am - 5:00 pm



Wednesday

9:00 am - 5:00 pm



Thursday

9:00 am - 5:00 pm



Friday

9:00 am - 5:00 pm","Home Designers,
Engineering Service,","""Passion for Design, Commitment to Quality"" - Award-Winning designs for Custom Homes and Luxury Estates - Over 20 Years Residential Experience in Western Canada - Renovation / Addition / Multi-Family Design - Barrier-Free Access Design for Seniors and Disabled - 3D Cadd Design / Drafting / Illustrations

"
https://www.yellowpages.ca/bus/British-Columbia/Victoria/D-J-Walker-Power-Equipment-Sales-Service/102526785.html?what=j&where=Nanaimo+BC,D & J Walker Power Equipment Sales & Service,,retail_business,"1112 Goldstream Ave, Victoria, BC V9B 2Y8
",250-756-5979,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Taylor-Laura-K/102555443.html?what=k&where=Nanaimo+BC,Taylor Laura K,,,"67 Skinner St, Nanaimo, BC V9R 5G9
",250-716-3242,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/K-Train-Music-Studios/102620432.html?what=k&where=Nanaimo+BC,K-Train Music Studios,,MUSIC,"1-2330 McCullough Rd, Nanaimo, BC V9S 4N2
",250-268-2685,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/K-Photography-Canada/102620435.html?what=k&where=Nanaimo+BC,K Photography Canada,,,"5341 Leslie Cres, Nanaimo, BC V9V 1S9
",250-797-0102,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Circle-K-Mac-s-Convenience-Stores/2386731.html?what=k&where=Nanaimo+BC,Circle K (Mac's Convenience Stores),,retail_business,"1-4286 Departure Bay Rd, Nanaimo, BC V9T 5K7
",250-758-2425,,,"Convenience Store,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/K-G-Hairsalon/102378487.html?what=k&where=Nanaimo+BC,K G Hairsalon,,,"11-1925 Bowen Rd, Nanaimo, BC V9S 1H1
",250-758-3331,kghairsalon.ca,"Tuesday

9:30 am - 7:00 pm



Wednesday

9:30 am - 7:00 pm



Thursday

9:30 am - 7:00 pm



Friday

9:30 am - 7:00 pm



Saturday

9:30 am - 5:30 pm",,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Law-Offices-Of-Laura-K-Taylor/102434389.html?what=k&where=Nanaimo+BC,Law Offices Of Laura K Taylor,,retail_business,"2-57 Skinner St, Nanaimo, BC V9R 5G9
",1-866-553-2525,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Patrick-K-McMurchy-Law-Corporation/102620448.html?what=k&where=Nanaimo+BC,Patrick K McMurchy Law Corporation,,retail_business,"101-1801 Bowen Rd, Nanaimo, BC V9S 1H1
",778-268-0850,mcmurchylaw.ca,"Monday

8:30 am - 4:30 pm



Tuesday

8:30 am - 4:30 pm



Wednesday

8:30 am - 4:30 pm



Thursday

8:30 am - 4:30 pm",,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/C-K-W-V-The-Wave-102-3-FM-Radio/2147562.html?what=k&where=Nanaimo+BC,C K W V (The Wave) 102.3 FM Radio News & Sports Line,,SPORTS & RECREATION,"4550 Wellington Rd, Nanaimo, BC V9T 2H3
",250-758-2467,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/K-E-Lawn-Maintenance-Refuse-Removal/8067539.html?what=k&where=Nanaimo+BC,K & E Lawn Maintenance & Refuse Removal,,retail_business,"2537 Quill Dr, Nanaimo, BC V9T 3R1
",250-618-8495,,"Monday

10:00 am - 9:00 pm



Tuesday

10:00 am - 9:00 pm



Wednesday

10:00 am - 9:00 pm



Thursday

10:00 am - 9:00 pm



Friday

10:00 am - 9:00 pm



Saturday

10:00 am - 9:00 pm



Sunday

10:00 am - 9:00 pm","Lawn Maintenance,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/K-G-I-Gypsum-Installations-Ltd/100498620.html?what=k&where=Nanaimo+BC,K G I Gypsum Installations Ltd,,retail_business,"9-2535 McCullough Rd, Nanaimo, BC V9S 4M9
",250-729-6898,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/K-D-Beausoleil-Co-Inc/7315663.html?what=k&where=Nanaimo+BC,K D Beausoleil & Co Inc,,retail_business,"255 Terminal Ave, Nanaimo, BC V9R 5C7
","250-754-2111
250-754-0632",,,"Tax Returns,
Accountant,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Law-Offices-of-Laura-K-Taylor/7885208.html?what=k&where=Nanaimo+BC,Law Offices of Laura K Taylor,,retail_business,"2248 Dockside Way, Nanaimo, BC V9R 6T8
","250-729-7979
250-729-7970",www.laurataylorlaw.com,"Monday

9:00 am - 5:00 pm



Tuesday

9:00 am - 5:00 pm



Wednesday

9:00 am - 5:00 pm



Thursday

9:00 am - 5:00 pm



Friday

9:00 am - 12:00 pm



Appointment Only","Lawyer,
Family Law,
Trial Lawyer,
Collaborative Family Lawyer,
Family Law Mediation,
Family Law Arbitration,


Mediation-Arbitration,
Family Law Dispute Resolution,



","Laura Taylor has been here for all of Nanaimo’s family law needs for over 20 years. Her experience ensures that she gets the job done right.

Specializing in family law, Laura Taylor provides services as a litigator, mediator, arbitrator and collaborative family law lawyer offering clients in and out-of-court dispute resolution options. Call Laura Taylor’s Nanaimo office today.

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/K-M-Bobcat-Services-Ltd/102226634.html?what=k&where=Nanaimo+BC,K & M Bobcat Services Ltd,,INDUSTRIAL SUPPLIES & SERVICES,"3153 Galloway Gulch, Nanaimo, BC V9R 6W9
",250-713-0333,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/A-K-Timber-Company-Ltd/102230469.html?what=k&where=Nanaimo+BC,A & K Timber Company Ltd,,retail_business,"2002 Walsh Rd, Nanaimo, BC V9X 1M1
",250-714-4127,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/K-M-Bobcat-Services-Ltd/2347173.html?what=k&where=Nanaimo+BC,K & M Bobcat Services Ltd,https://cdn.ci.yp.ca/t/1558/36/15583685aa_t.gif,INDUSTRIAL SUPPLIES & SERVICES,"3153 Galloway Gulch, Nanaimo, BC V9R 6W9
",250-756-6130,,,,
https://www.yellowpages.ca/bus/British-Columbia/Cedar/K-K-Welding-Ltd/3990501.html?what=k&where=Nanaimo+BC,K & K Welding Ltd,,tourism,"347 Juriet Rd, Cedar, BC
",250-722-2250,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/K-K-Warehouse-Racking/871149.html?what=k&where=Nanaimo+BC,K & K Warehouse Racking,,tourism,"1950 Island Diesel Way, Nanaimo, BC V9S 5W8
",250-756-7788,,"Monday

8:00 am - 5:00 pm



Tuesday

8:00 am - 5:00 pm



Wednesday

8:00 am - 5:00 pm



Thursday

8:00 am - 5:00 pm



Friday

8:00 am - 5:00 pm","Push Back Racking,
Mezzanine Systems From Racking,
Racking & Shelving Protection,
Specialty Racking Accessories,
Wire Mesh Decks,
Materials Handling,


Drive In Racking,
Buy / Sell New / Used Pallet Racking,
Cantilever Racking,
Commercial / Industrial Shelving,
Custom Racking Accessories,
All Racking Installations,
Furniture Store,



","K & K Manufacturing has been proudly serving Vancouver Island for over 25 years! For your convenience, they offer drive-in/drive thru service for all pick ups. Please come see K & K Manufacturing for all your cantilever, mezzanine, material handling equipment, new & used racking, in-stock warehouse pallet racking and shelving.

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/K-S-Railings-Ltd/3935827.html?what=k&where=Nanaimo+BC,K & S Railings Ltd,,tourism,"130 Fry St, Nanaimo, BC V9R 4Y9
","250-754-9003
250-754-9580","http://www.kandsrailings.com,http://kandsrailings.ca/,https://www.facebook.com/kandsrailings/","Monday

8:30 am - 4:30 pm



Tuesday

8:30 am - 4:30 pm



Wednesday

8:30 am - 4:30 pm



Thursday

8:30 am - 4:30 pm



Friday

8:30 am - 4:30 pm","Glass And Picket Railings,
Privacy Panels And Walls,
Railings,
Stairs,
Postless Glass Railings,
Capless Glass Railings,


Curved Glass Railings,
Glass Canopies,
Commercial,
Residential,
Aluminum Landings And Stairs,
Decorative Fencing,
Driveway Gates,
Deck & Patio Builder,
Contractor,



","Since 1969, K&S Railings Ltd have provided high quality railings to Nanaimo, Chemainus, Duncan and the surrounding areas. As part of the Canadian Home Builders? Association, we pride ourselves on the excellence of our glass and picket railings, postless glass railings and curved glass railings.  For a free estimate, call K&S Railings Ltd. today.

Specializing in custom railings and staircases, K & S Railings will take on residential and commercial projects both large and small. After nearly a half century of experience in producing Nanaimo railings, K & S Railings has earned a reputation for quality custom products made with superior materials. Contact us for your free estimate on aluminum staircases and landings, decorative fencing, glass and picket railings, driveway gates and much more. 

"
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Island-Connected-K-12/102228901.html?what=k&where=Nanaimo+BC,Island Connected K-12,,tourism,"4355 Jingle Pot Rd, Nanaimo, BC V9T 5P4
",250-756-9901,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Dr-K-Morrison/7310210.html?what=k&where=Nanaimo+BC,Dr K Morrison,,professionkl,"304-1621 Dufferin Cres, Nanaimo, BC V9S 5T4
",250-753-6844,,"Appointments available: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday.","physicians surgeon,",
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Joseph-K-Goh/102227581.html?what=k&where=Nanaimo+BC,Joseph K Goh,,,"5800 Turner Rd, Nanaimo, BC V9T 6J4
",250-668-0359,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/K-S-Railings-Ltd/102227220.html?what=k&where=Nanaimo+BC,K&S Railings Ltd,,tourism,"130 Fry St, Nanaimo, BC V9R 4Y9
",778-762-3643,,,,
https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Patrick-K-McMurchy/5826579.html?what=k&where=Nanaimo+BC,Patrick K McMurchy Mont & Walker Law Corp,,service_companies,"201 Selby St, Nanaimo, BC V9R 2R2
","250-753-6435
250-753-5285",www.mala.ca,,"Legal Services,",
